model,mAP50,mAP50-95,precision,recall,fitness,inference_time,nms_time,total_time,round_num
round_23,0.6882729203277653,0.4422569098606705,0.7732931413694158,0.6354076842146855,0.46685851090738,0.0,0.0,0.0,23.0
round_24,0.6865038778531919,0.4409164786274863,0.7867666748447373,0.5956466569417136,0.46547521855005686,0.0,0.0,0.0,24.0
round_25,0.6833631196876686,0.4314893062335501,0.8038953991630047,0.6258475435918854,0.45667668757896196,0.0,0.0,0.0,25.0
round_26,0.6921190890983294,0.43520093307408775,0.7656079412572422,0.6159208239689826,0.460892748676512,0.0,0.0,0.0,26.0
round_27,0.6931130619969662,0.43232392202044817,0.8271776848527367,0.5928024262618062,0.45840283601809995,0.0,0.0,0.0,27.0
round_28,0.6894073794831177,0.43145880481020016,0.8501027012327099,0.6029535576353482,0.4572536622774919,0.0,0.0,0.0,28.0
round_29,0.7066600756540689,0.4442645158402606,0.8073140412429076,0.6110653566311605,0.47050407182164145,0.0,0.0,0.0,29.0
round_30,0.7017541503993373,0.44871150931354814,0.7988580454801868,0.6102255668052786,0.4740157734221271,0.0,0.0,0.0,30.0
round_31,0.7113784337934789,0.45568075336539804,0.7477330242689985,0.6677004476639844,0.4812505214082061,0.0,0.0,0.0,31.0
round_32,0.7011613965996739,0.44020630405135247,0.7859521211985422,0.6328000942221704,0.4663018133061846,0.0,0.0,0.0,32.0
round_33,0.7016335337632106,0.4263093796371959,0.8283456732665634,0.6055601178597584,0.4538417950497974,0.0,0.0,0.0,33.0
round_34,0.7209498711611207,0.45229976306649383,0.7600578178964295,0.6813270275169317,0.4791647738759565,0.0,0.0,0.0,34.0
round_35,0.7101326368977128,0.44438069690805776,0.7855516927325901,0.625036740716241,0.4709558909070233,0.0,0.0,0.0,35.0
round_36,0.7140790137370809,0.44529516552203124,0.8352061601570003,0.6217811569076493,0.47217355034353625,0.0,0.0,0.0,36.0
round_37,0.7053490949250871,0.43483816567679817,0.7663336359046647,0.6360452082595787,0.4618892586016271,0.0,0.0,0.0,37.0
round_38,0.7057627521914986,0.4446798491255543,0.7891660047369733,0.5996803426862678,0.47078813943214876,0.0,0.0,0.0,38.0
round_39,0.7029938493611138,0.4440484511187186,0.7569950185814757,0.6519628893183216,0.4699429909429581,0.0,0.0,0.0,39.0
round_40,0.7127251103571791,0.4438627951662317,0.8269039012887328,0.6307275689212072,0.4707490266853265,0.0,0.0,0.0,40.0
round_41,0.7277687703153567,0.4536480830955284,0.7722408846385962,0.675675916577642,0.4810601518175113,0.0,0.0,0.0,41.0
round_42,0.7390351200496558,0.4617475185033558,0.8301882922658658,0.6132079148999853,0.4894762786579858,0.0,0.0,0.0,42.0
round_43,0.7169321533119675,0.4513708330556644,0.8363468080223686,0.6327215633499083,0.47792696508129473,0.0,0.0,0.0,43.0
round_44,0.7304393481702912,0.45166332261100883,0.7952318039280735,0.6682221246529194,0.4795409251669371,0.0,0.0,0.0,44.0
round_45,0.7137020593605721,0.4460403240046776,0.8346142250930739,0.6067255105798867,0.47280649754026705,0.0,0.0,0.0,45.0
round_46,0.7216288066963832,0.4537985582287545,0.8187063302657845,0.6192765730128924,0.48058158307551735,0.0,0.0,0.0,46.0
round_47,0.708441164603545,0.4474071161649887,0.8419987732791635,0.6187509367901438,0.47351052100884433,0.0,0.0,0.0,47.0
round_48,0.7033705635980583,0.4441377615156685,0.8122991042782852,0.6246528401528987,0.4700610417239075,0.0,0.0,0.0,48.0
round_49,0.718652744751717,0.4586466579507215,0.8287474461806054,0.6166743794219682,0.4846472666308211,0.0,0.0,0.0,49.0
round_50,0.6994967618701144,0.4397901133994191,0.811312050496217,0.6379405017636445,0.46576077824648865,0.0,0.0,0.0,50.0
round_51,0.718874045040763,0.4578974549580356,0.7969895212872207,0.642703209240597,0.48399511396630834,0.0,0.0,0.0,51.0
round_52,0.7263415124717111,0.45203953634736127,0.8516758456137122,0.6463264753826514,0.47946973395979625,0.0,0.0,0.0,52.0
round_53,0.7289837646435109,0.4601158166893177,0.7782105530968366,0.6671584003389321,0.48700261148473706,0.0,0.0,0.0,53.0
round_54,0.7187764277825741,0.4487871820039491,0.7856025699198829,0.6503969712747347,0.47578610658181164,0.0,0.0,0.0,54.0
round_55,0.7250534076220837,0.4529890658814815,0.7307334323621998,0.6963806889516041,0.48019550005554174,0.0,0.0,0.0,55.0
round_56,0.72648557287015,0.45304291742713576,0.727091585381582,0.685926145287609,0.48038718297143723,0.0,0.0,0.0,56.0
round_57,0.7081007964044018,0.44449458091363814,0.7865915755461909,0.6489169708297727,0.4708552024627145,0.0,0.0,0.0,57.0
round_58,0.7246509482201968,0.45799025381512665,0.7941364852361338,0.6596964364537685,0.4846563232556337,0.0,0.0,0.0,58.0
round_59,0.7222581089282504,0.4513858264952634,0.7620899489864498,0.662986571967308,0.4784730547385621,0.0,0.0,0.0,59.0
round_60,0.7118961162135309,0.43909392538224495,0.8033323649580609,0.6523984171490348,0.4663741444653735,0.0,0.0,0.0,60.0
round_61,0.7097172906792851,0.44502944750047296,0.7995894468171839,0.658528781028188,0.4714982318183542,0.0,0.0,0.0,61.0
round_62,0.718172273744754,0.4371374127381008,0.8071142106034568,0.6437659794680127,0.4652408988387662,0.0,0.0,0.0,62.0
round_63,0.7101596337517364,0.4373860675136945,0.8043215896062151,0.6265355010832474,0.4646634241374987,0.0,0.0,0.0,63.0
round_64,0.7056126267596776,0.4400908332105316,0.7969689911141875,0.6330353883808296,0.46664301256544627,0.0,0.0,0.0,64.0
round_65,0.6959888493259917,0.43649170647096036,0.7991058775663927,0.620993327888754,0.46244142075646355,0.0,0.0,0.0,65.0
round_66,0.6910402540004152,0.43289197848042676,0.7490635685828112,0.6547904970767247,0.4587068060324256,0.0,0.0,0.0,66.0
round_67,0.6903921381434006,0.42986488242079535,0.8029880166366788,0.6125619879046559,0.4559176079930559,0.0,0.0,0.0,67.0
round_68,0.6877650212529752,0.43416646960552724,0.7850278693734453,0.6345202013009896,0.45952632477027205,0.0,0.0,0.0,68.0
round_69,0.6886101501050476,0.42964051792853736,0.7357210604426022,0.6454650158518345,0.4555374811461884,0.0,0.0,0.0,69.0
round_70,0.6855768031566153,0.4205988556662765,0.7105738573568307,0.6378422647959051,0.44709665041531044,0.0,0.0,0.0,70.0
round_71,0.6918672239398711,0.4291226620680269,0.6899513476243408,0.6583587511469116,0.45539711825521134,0.0,0.0,0.0,71.0
round_72,0.6880195734498594,0.42412865030194674,0.7836977459922042,0.617611573206146,0.45051774261673805,0.0,0.0,0.0,72.0
round_73,0.6967832378248231,0.41900356819183815,0.7492461525884486,0.6577408162493118,0.44678153515513663,0.0,0.0,0.0,73.0
round_74,0.6989184278038518,0.42131176007117666,0.7728371470725063,0.6443340127676956,0.4490724268444442,0.0,0.0,0.0,74.0
round_75,0.6938491147712931,0.4264623307668917,0.8085949002457927,0.6209680352403062,0.45320100916733186,0.0,0.0,0.0,75.0
round_76,0.6921805701440091,0.42086320375496195,0.7466656707944637,0.6464261395655714,0.44799494039386667,0.0,0.0,0.0,76.0
round_77,0.6900923133802642,0.4196146323740615,0.7802443720478411,0.6304962016109317,0.4466624004746818,0.0,0.0,0.0,77.0
round_78,0.6985871427411069,0.42598163861829613,0.7929110563457629,0.6239960000217988,0.4532421890305772,0.0,0.0,0.0,78.0
round_79,0.6918606406699908,0.43028000037147623,0.6889037443174004,0.6693965664455097,0.45643806440132767,0.0,0.0,0.0,79.0
round_80,0.6996980582868043,0.4297126854681713,0.7586340361880979,0.6695561956810963,0.4567112227500347,0.0,0.0,0.0,80.0
round_81,0.7174059902135393,0.4455352530596199,0.8326365492675477,0.6414178618436198,0.47272232677501186,0.0,0.0,0.0,81.0
round_82,0.7043020277023516,0.43213265156957475,0.7614134181210359,0.6613161803569219,0.45934958918285246,0.0,0.0,0.0,82.0
round_83,0.7208105862112639,0.44633335595235035,0.8178605014439251,0.6544041373048936,0.47378107897824173,0.0,0.0,0.0,83.0
round_84,0.703061143116561,0.4375925190833862,0.7370162361514498,0.6704191104763583,0.4641393814867037,0.0,0.0,0.0,84.0
round_85,0.7167902141212663,0.4492508453484725,0.8258358040404209,0.647096608856568,0.4760047822257519,0.0,0.0,0.0,85.0
round_86,0.7156977807958947,0.4483952109296444,0.7596689831019486,0.6612513900113408,0.4751254679162695,0.0,0.0,0.0,86.0
round_87,0.7137004696521085,0.43959917162046064,0.8070757638830585,0.6539493740200805,0.46700930142362546,0.0,0.0,0.0,87.0
round_88,0.7168167731987143,0.4377832589230069,0.7847774728610754,0.6648278120960133,0.4656866103505777,0.0,0.0,0.0,88.0
round_89,0.7110899119538507,0.4378531905356818,0.7902119939443458,0.6379465122682534,0.4651768626774987,0.0,0.0,0.0,89.0
round_90,0.7020173372724534,0.42996908946073764,0.782679159488483,0.6438158887150716,0.45717391424190923,0.0,0.0,0.0,90.0
round_91,0.7007977788805159,0.42564700777630754,0.7721481825719605,0.6678386726900377,0.4531620848867284,0.0,0.0,0.0,91.0
round_92,0.715384761377542,0.4389670019358668,0.7900678147467218,0.6759013726058332,0.46660877788003435,0.0,0.0,0.0,92.0
round_93,0.7060468287633507,0.438806435503809,0.844795719791577,0.6162712660999331,0.4655304748297632,0.0,0.0,0.0,93.0
round_94,0.705274226779493,0.433981043749584,0.8677044813300316,0.6239864693612491,0.46111036205257494,0.0,0.0,0.0,94.0
round_95,0.6945921091868088,0.4320931980501278,0.839525911322551,0.6131223718698301,0.45834308916379596,0.0,0.0,0.0,95.0
round_96,0.6800528023607029,0.42131143264779397,0.7995551419749312,0.5958932346718038,0.44718556961908484,0.0,0.0,0.0,96.0
round_97,0.6785532249841781,0.4250128002337593,0.8095916765781644,0.5938821161746658,0.4503668427088012,0.0,0.0,0.0,97.0
round_98,0.7037250708414265,0.42947500466833777,0.8528076029452581,0.6126952215335782,0.45690001128564667,0.0,0.0,0.0,98.0
round_99,0.6935115357974994,0.4273503847924035,0.7429307876881251,0.6692600160363371,0.45396649989291316,0.0,0.0,0.0,99.0
round_100,0.6861438109461175,0.4182318813540607,0.7944467759088317,0.5980619738525615,0.4450230743132664,0.0,0.0,0.0,100.0
latest,0.6861438109461175,0.4182318813540607,0.7944467759088317,0.5980619738525615,0.4450230743132664,0.0,0.0,0.0,inf
