bbox_AP,bbox_AP50,bbox_AP75,bbox_APs,bbox_APm,bbox_APl,bbox_AR1,bbox_AR10,bbox_AR100,bbox_ARs,bbox_ARm,bbox_ARl
0.719065781850517,0.9170989123574024,0.8166097605737707,0.7629091643516884,0.7267134467024837,0.7382589049939106,0.4900692632759885,0.7705269695972887,0.7773486756316883,0.813662950745629,0.775985082195179,0.7936935174670839
