model,mAP50,mAP50-95,precision,recall,fitness,inference_time,nms_time,total_time,round_num
round_20,0.6923884174534182,0.4474074399750066,0.8178229046880786,0.5992809407710323,0.47190553772284777,0.0,0.0,0.0,20.0
round_21,0.695256973834515,0.453546059861703,0.8039703586527891,0.5974801574611526,0.4777171512589842,0.0,0.0,0.0,21.0
round_22,0.6911831763355466,0.44952026798163175,0.819844719504091,0.6110175322016701,0.47368655881702326,0.0,0.0,0.0,22.0
round_23,0.6876560323192492,0.4417327594642681,0.7169711338880999,0.6471609659923542,0.46632508674976625,0.0,0.0,0.0,23.0
round_24,0.6927471266118715,0.43085960103749665,0.8130491529851591,0.5935145145786088,0.4570483535949342,0.0,0.0,0.0,24.0
round_25,0.7093528281787992,0.45555779502958516,0.7723365988651522,0.6781245876010625,0.48093729834450655,0.0,0.0,0.0,25.0
round_26,0.7144907049615062,0.4498436684451099,0.8009093885277304,0.6586079616606176,0.4763083720967496,0.0,0.0,0.0,26.0
round_27,0.6869487309988903,0.44333794419996014,0.7437666250877509,0.6441690028382473,0.46769902287985315,0.0,0.0,0.0,27.0
round_28,0.7124932044529716,0.4495235196781667,0.7766886428156684,0.6587120230671479,0.47582048815564726,0.0,0.0,0.0,28.0
round_29,0.6970918698466338,0.44997193067009317,0.7931262910080444,0.5837268238678746,0.4746839245877472,0.0,0.0,0.0,29.0
round_30,0.7169806697584135,0.4582716163723146,0.8523209102596306,0.6108849975998186,0.48414252171092453,0.0,0.0,0.0,30.0
round_31,0.7045514050271138,0.4535353475546667,0.7902108161845444,0.6473649569712677,0.4786369533019114,0.0,0.0,0.0,31.0
round_32,0.7232633718277172,0.466428952265479,0.8093514836718704,0.6531092103755727,0.4921123942217028,0.0,0.0,0.0,32.0
round_33,0.7292876968784261,0.4617483700074165,0.7682814836825849,0.6772180965548896,0.48850230269451744,0.0,0.0,0.0,33.0
round_34,0.7137832245650084,0.45273999430868533,0.8375896351080945,0.6274988529748917,0.47884431733431765,0.0,0.0,0.0,34.0
round_35,0.7191466934239757,0.463755213954007,0.799132824759745,0.6451110683159905,0.4892943619010039,0.0,0.0,0.0,35.0
round_36,0.7243671011870847,0.46331164046599493,0.7212903226398353,0.6773882890913941,0.48941718653810395,0.0,0.0,0.0,36.0
round_37,0.7220653051016154,0.4559855778400435,0.7568966983965589,0.6741738288564729,0.4825935505662007,0.0,0.0,0.0,37.0
round_38,0.7169537805252214,0.4546613475734889,0.7630630128172038,0.6775151679491023,0.48089059086866215,0.0,0.0,0.0,38.0
round_39,0.7271514809010665,0.45622751582034615,0.7629282722792572,0.636907907132552,0.4833199123284182,0.0,0.0,0.0,39.0
round_40,0.7102963832393068,0.4498089715279726,0.7990438577593852,0.6465989354765922,0.47585771269910604,0.0,0.0,0.0,40.0
round_41,0.7177511268837938,0.45737940974154684,0.8263894448785899,0.6263794189604476,0.48341658145577154,0.0,0.0,0.0,41.0
round_42,0.7221361248925238,0.4543555519255092,0.8069955330429083,0.6517396090767126,0.48113360922221066,0.0,0.0,0.0,42.0
round_43,0.7056823006455862,0.4500701063165034,0.7380759151916415,0.660725324484055,0.4756313257494117,0.0,0.0,0.0,43.0
round_44,0.7235961958201395,0.45656832437504413,0.8150404988113268,0.6411264084075484,0.4832711115195537,0.0,0.0,0.0,44.0
round_45,0.727493894534228,0.4622079609469859,0.7950250400609367,0.6437014328491506,0.4887365543057101,0.0,0.0,0.0,45.0
round_46,0.7251024954567118,0.4535568039699755,0.8441544410269757,0.6315922636731358,0.48071137311864914,0.0,0.0,0.0,46.0
round_47,0.7108853789900028,0.4487728984876385,0.7585781756841296,0.63117561017264,0.47498414653787496,0.0,0.0,0.0,47.0
round_48,0.7122260345505315,0.4469656589314775,0.706663923673604,0.7085518651321762,0.4734916964933829,0.0,0.0,0.0,48.0
round_49,0.7289988768632483,0.46634534010939693,0.8090412670427775,0.6449650884838088,0.49261069378478206,0.0,0.0,0.0,49.0
round_50,0.7389519061699585,0.4604435571777945,0.817830979018715,0.6606979855473417,0.4882943920770109,0.0,0.0,0.0,50.0
round_51,0.7128434008297705,0.4470947152535692,0.775097365269743,0.6690195154105283,0.47366958381118934,0.0,0.0,0.0,51.0
round_52,0.7344806800187706,0.46314431270283773,0.8016602179513675,0.6591077622235417,0.49027794943443104,0.0,0.0,0.0,52.0
round_53,0.7225249326457482,0.4618466048494014,0.7771755658351357,0.6682426197333007,0.4879144376290361,0.0,0.0,0.0,53.0
round_54,0.7079130040983699,0.4362375840708254,0.8139860639354932,0.625327259448922,0.46340512607357986,0.0,0.0,0.0,54.0
round_55,0.716899149278192,0.45145600794835755,0.8287739979915478,0.6322725139866092,0.478000322081341,0.0,0.0,0.0,55.0
round_56,0.7100416906819381,0.4461707641310657,0.7510651443180573,0.6438921914410284,0.4725578567861529,0.0,0.0,0.0,56.0
round_57,0.7259677154137795,0.4529383416958312,0.7851092881874566,0.6623367306967075,0.48024127906762604,0.0,0.0,0.0,57.0
round_58,0.715938824984672,0.43948853215789896,0.8001735144486579,0.6305179480782513,0.4671335614405763,0.0,0.0,0.0,58.0
round_59,0.7244748043616637,0.4568697684200718,0.793591932166336,0.6365196209843419,0.48363027201423103,0.0,0.0,0.0,59.0
round_60,0.7242142175580106,0.4566016313437807,0.7886800022429383,0.6525737526611067,0.4833628899652037,0.0,0.0,0.0,60.0
round_61,0.7237346610494357,0.45044384283841765,0.808598059070957,0.6434109492024208,0.4777729246595195,0.0,0.0,0.0,61.0
round_62,0.7117914622665281,0.43814802277513876,0.8299204261101282,0.6296761237160152,0.4655123667242777,0.0,0.0,0.0,62.0
round_63,0.7083096546028854,0.4346692007070455,0.8452140562398502,0.6176245002041932,0.46203324609662955,0.0,0.0,0.0,63.0
round_64,0.7101572306136134,0.4444438454950185,0.8290209684658576,0.6247972537843601,0.471015184006878,0.0,0.0,0.0,64.0
round_65,0.6946456295126453,0.4347215733197375,0.7740063460424349,0.6432668037231106,0.46071397893902827,0.0,0.0,0.0,65.0
round_66,0.7124679096770417,0.4371863154046334,0.8362442728542067,0.6454074772394712,0.4647144748318742,0.0,0.0,0.0,66.0
round_67,0.7251664767415004,0.44044134152712794,0.8283756073863129,0.6536663525792668,0.4689138550485652,0.0,0.0,0.0,67.0
round_68,0.7331951247119692,0.45650113747362037,0.8041286541893573,0.6450619037074127,0.48417053619745526,0.0,0.0,0.0,68.0
round_69,0.7126709837847159,0.4505020249251867,0.7922609340854398,0.6425836440820815,0.47671892081113965,0.0,0.0,0.0,69.0
round_70,0.7140441511487078,0.456608017422462,0.8179924864111866,0.6431977631519538,0.4823516307950866,0.0,0.0,0.0,70.0
round_71,0.7322041098277837,0.46798834318370636,0.8433620861643344,0.6572027495522985,0.4944099198481141,0.0,0.0,0.0,71.0
round_72,0.7467617404677181,0.4627496246629788,0.8261791767082325,0.682646358457057,0.4911508362434528,0.0,0.0,0.0,72.0
round_73,0.7240011713067708,0.46146915720652637,0.8303273100933471,0.6569973507756325,0.48772235861655083,0.0,0.0,0.0,73.0
round_74,0.7353048222426103,0.46336454266135324,0.7987138214622805,0.6647723081279501,0.49055857061947894,0.0,0.0,0.0,74.0
round_75,0.7210286321857052,0.45493158409263745,0.8570307670845458,0.6288546573801009,0.48154128890194425,0.0,0.0,0.0,75.0
round_76,0.7318502423012464,0.4604437744774373,0.8356940250920449,0.6273830607062878,0.4875844212598182,0.0,0.0,0.0,76.0
round_77,0.7373232737823469,0.4643403833360749,0.8314968357453212,0.6583322171396403,0.49163867238070214,0.0,0.0,0.0,77.0
round_78,0.7376370565440367,0.4734633152049572,0.8537040813589628,0.6369645995953571,0.49988068933886515,0.0,0.0,0.0,78.0
round_79,0.7285177891309698,0.46310890910729785,0.808790239909843,0.6469440128246974,0.48964979710966505,0.0,0.0,0.0,79.0
round_80,0.7347906687885734,0.46175360968215673,0.8315859352754034,0.6269531864776964,0.4890573155927984,0.0,0.0,0.0,80.0
round_81,0.7285599408137086,0.45193338153461926,0.8378321346316103,0.6540084482952108,0.4795960374625282,0.0,0.0,0.0,81.0
round_82,0.7286729468142987,0.4617681494713797,0.7932962000294629,0.6639993111799721,0.4884586292056716,0.0,0.0,0.0,82.0
round_83,0.7437690833619675,0.46496227456675954,0.8272252925699524,0.6584669980857987,0.4928429554462804,0.0,0.0,0.0,83.0
round_84,0.732733796882415,0.4666181512159955,0.8334699672979651,0.6485893680341496,0.4932297157826374,0.0,0.0,0.0,84.0
round_85,0.7124272006970852,0.45019662758561974,0.8481129583819705,0.6332693942191278,0.47641968489676634,0.0,0.0,0.0,85.0
round_86,0.7154878923002091,0.45159828185627254,0.7835492217881912,0.6597778323703568,0.4779872429006662,0.0,0.0,0.0,86.0
round_87,0.7113400596832286,0.448449024776508,0.8218434356026973,0.6525871497077321,0.4747381282671801,0.0,0.0,0.0,87.0
round_88,0.7060889854608351,0.44364318474960956,0.787757617064785,0.6523282828667084,0.46988776482073213,0.0,0.0,0.0,88.0
round_89,0.732401757010301,0.46622420707231343,0.8325023172727475,0.6367391628515815,0.4928419620661122,0.0,0.0,0.0,89.0
round_90,0.739960068770501,0.4664966865938771,0.8403464144408576,0.6282861628520723,0.4938430248115395,0.0,0.0,0.0,90.0
round_91,0.7065795465749164,0.44713520992647976,0.8081440708603121,0.6529523691535,0.47307964359132343,0.0,0.0,0.0,91.0
round_92,0.6950936328492336,0.440867920037106,0.7829727888366877,0.6375053416419095,0.4662904913183188,0.0,0.0,0.0,92.0
round_93,0.7217898906972698,0.45631932723422214,0.8344112079691096,0.6467681576104131,0.4828663835805269,0.0,0.0,0.0,93.0
round_94,0.736101445868181,0.4559147687974128,0.7841571367418935,0.6563739216417454,0.4839334365044896,0.0,0.0,0.0,94.0
round_95,0.7365445223144922,0.45848161839006546,0.8394403015909766,0.6418597277749696,0.48628790878250816,0.0,0.0,0.0,95.0
round_96,0.7298199512687759,0.46238540028341524,0.8199468971877317,0.6379278250407179,0.48912885538195133,0.0,0.0,0.0,96.0
round_97,0.7239534032503697,0.4600546683417983,0.7959370596658185,0.6549905257730554,0.48644454183265545,0.0,0.0,0.0,97.0
round_98,0.7375418178722708,0.45144093172809946,0.7809532927980267,0.6695714718612621,0.4800510203425166,0.0,0.0,0.0,98.0
round_99,0.7355641512470681,0.46030384534704977,0.8316872623580149,0.6486900063079617,0.4878298759370516,0.0,0.0,0.0,99.0
round_100,0.7254132759327795,0.46316977060963255,0.8287348493962696,0.6447746929457498,0.48939412114194725,0.0,0.0,0.0,100.0
latest,0.7254132759327795,0.46316977060963255,0.8287348493962696,0.6447746929457498,0.48939412114194725,0.0,0.0,0.0,inf
